1	-1	1	9	9999	9	1	0.626	1
1	-1	1	9	9999	9	0	0.915	1
1	-1	1	9	9999	9	1	0.563	1
1	-1	1	9	9999	9	1	0.793	1
1	-1	1	9	9999	9	0	0.828	1
1	-1	1	9	9999	9	0	0.821	1
1	-1	1	9	9999	9	0	0.999	1
1	-1	1	9	9999	9	0	1.116	1
1	-1	1	9	9999	9	1	0.514	1
1	-1	1	9	9999	9	0	0.651	1
1	-1	1	9	9999	9	1	0.456	1
1	-1	1	9	9999	9	0	1.346	1
1	-1	1	9	9999	9	0	0.666	1
1	-1	1	9	9999	9	1	0.465	1
1	-1	1	9	9999	9	0	0.602	1
1	0	1	9	9999	9	0	0.778	1
1	0	1	9	9999	9	1	0.506	1
1	0	1	9	9999	9	1	0.451	1
1	0	1	9	9999	9	1	0.558	1
1	0	1	9	9999	9	1	0.421	1
1	0	1	9	9999	9	0	0.553	1
1	0	1	9	9999	9	1	0.827	1
1	0	1	9	9999	9	1	0.512	1
1	0	1	9	9999	9	1	0.539	1
1	0	1	9	9999	9	1	0.637	1
1	0	1	9	9999	9	0	0.544	1
1	0	1	9	9999	9	0	0.557	1
1	0	1	9	9999	9	1	0.447	1
1	0	1	9	9999	9	0	0.495	1
1	0	1	9	9999	9	1	0.514	1
1	1	0	1	5015	5	0	0.7	0
1	1	0	1	3623	3	0	0.392	0
1	1	0	1	6481	6	0	0.46	0
1	1	0	1	3305	3	1	0.455	0
1	1	0	1	2244	2	0	0.505	0
1	1	0	1	4468	4	0	0.773	0
1	1	0	1	1047	1	1	0.39	0
1	1	0	1	5711	5	1	0.587	0
1	1	0	1	5036	5	0	0.603	0
1	1	0	1	1111	1	1	0.435	0
1	1	0	1	6561	6	0	0.524	0
1	1	0	1	1670	1	1	0.427	0
1	1	0	1	6207	6	0	0.456	0
1	1	0	1	1424	1	1	0.622	0
1	1	0	1	1133	1	1	0.441	0
1	1	0	1	5290	5	0	0.701	0
1	1	0	1	4410	4	1	0.308	0
1	1	0	1	3194	3	1	0.696	0
1	1	0	1	2761	2	1	0.489	0
1	1	0	1	6482	6	0	0.407	0
1	1	0	1	1667	1	1	0.436	0
1	1	0	1	3635	3	1	0.44	0
1	1	0	1	1363	1	1	0.412	0
1	1	0	1	2044	2	1	0.421	0
1	1	0	1	5112	5	0	0.602	0
1	1	0	1	4577	4	1	0.485	0
1	1	0	1	6647	6	0	0.524	0
1	1	0	1	4515	4	0	0.578	0
1	1	0	1	4050	4	0	0.431	0
1	1	0	1	2724	2	1	0.631	0
1	1	0	1	5665	5	0	0.495	0
1	1	0	1	2793	2	1	0.436	0
1	1	0	1	2858	2	1	0.488	0
1	1	0	1	4611	4	0	0.426	0
1	1	0	1	4063	4	0	0.539	0
1	1	0	1	3415	3	1	0.534	0
1	1	0	1	1349	1	1	0.431	0
1	1	0	1	6491	6	0	0.514	0
1	1	0	1	1172	1	1	0.455	0
1	1	0	1	6159	6	1	0.744	0
1	1	0	1	5508	5	0	0.603	0
1	1	0	1	5124	5	0	0.577	0
1	1	0	1	6722	6	0	0.559	0
1	1	0	1	6253	6	0	0.411	0
1	1	0	1	3077	3	1	0.573	0
1	1	0	1	3410	3	1	0.519	0
1	1	0	1	3443	3	1	0.597	0
1	1	0	1	4497	4	0	0.622	0
1	1	0	1	5556	5	1	0.495	0
1	1	0	1	4481	4	0	0.455	0
1	1	0	1	2628	2	1	0.456	0
1	1	0	1	6313	6	0	0.438	0
1	1	0	1	1012	1	1	0.387	0
1	1	0	1	2592	2	1	0.48	0
1	1	0	1	1180	1	1	0.362	0
1	1	0	1	4091	4	0	0.603	0
1	1	0	1	2118	2	0	0.479	0
1	1	0	1	3118	3	1	0.984	0
1	1	0	1	3669	3	0	0.82	0
1	1	0	1	2135	2	1	0.585	0
1	1	0	1	4417	4	0	0.475	0
1	1	0	1	5550	5	0	0.597	0
1	1	0	1	2758	2	1	0.563	0
1	1	0	1	1686	1	1	0.412	0
1	1	0	1	4693	4	0	0.504	0
1	1	0	1	5221	5	0	0.47	0
1	1	0	1	6609	6	0	0.627	0
1	1	0	1	2344	2	1	0.406	0
1	1	0	1	6010	6	0	0.563	0
1	1	0	1	6447	6	0	0.451	0
1	1	0	1	5460	5	0	0.45	0
1	1	0	1	6619	6	0	0.412	0
1	1	0	1	1748	1	1	0.494	0
1	1	0	1	2006	2	1	0.549	0
1	1	0	1	1753	1	1	0.411	0
1	1	0	1	6088	6	1	0.441	0
1	1	0	1	3376	3	1	0.852	0
1	1	0	1	1041	1	1	0.521	0
1	1	0	1	4282	4	0	0.652	0
1	1	0	1	3546	3	0	0.696	0
1	1	0	1	4161	4	0	0.675	0
1	1	0	1	2284	2	0	0.363	0
1	1	0	1	2597	2	0	0.489	0
1	1	0	1	2528	2	1	0.436	0
1	1	0	1	5425	5	0	0.436	0
1	1	0	1	3479	3	1	0.426	0
1	1	0	1	3386	3	1	0.441	0
1	1	0	1	4195	4	0	0.475	0
1	1	0	1	5147	5	1	0.729	0
1	1	0	1	1169	1	0	0.505	0
1	1	0	1	5796	5	0	0.734	0
1	1	0	1	6489	6	0	0.48	0
1	1	0	1	5258	5	0	0.441	0
1	1	0	1	3015	3	1	0.445	0
1	1	0	1	3199	3	1	0.49	0
1	1	0	1	4343	4	0	0.602	0
1	2	0	0	5511	5	0	0.543	0
1	2	0	0	1400	1	1	0.406	0
1	2	0	0	2774	2	1	0.47	0
1	2	0	0	2265	2	1	0.441	0
1	2	0	0	1153	1	1	0.451	0
1	2	0	0	1558	1	1	0.401	0
1	2	0	0	3689	3	1	0.48	0
1	2	0	0	5661	5	0	0.465	0
1	2	0	0	3175	3	0	0.47	0
1	2	0	0	6640	6	0	0.923	0
1	2	0	0	3407	3	1	0.671	0
1	2	0	0	6658	6	0	0.602	0
1	2	0	0	2305	2	1	0.661	0
1	2	0	0	4292	4	0	0.847	0
1	2	0	0	3470	3	1	0.651	0
1	2	0	0	6611	6	1	1.332	0
1	2	0	0	4199	4	0	0.575	0
1	2	0	0	2415	2	1	0.593	0
